"timestamp","price"
"2024-09-25 15:33:27","63245,7400"
"2024-09-25 15:34:28","63222,4151"
"2024-09-25 15:35:28","63202,2264"
"2024-09-25 15:36:29","63248,6881"
"2024-09-25 15:37:29","63261,9585"
"2024-09-25 15:38:30","63260,6819"
